codigo,nombre,descripcion,unidad,categoria,imagen,ubicacion_bio,cantidad_bio,ubicacion_agr,cantidad_agr,mrp
300000010582,BOMBA NEMO MODELO NM015BY01L06B,BOMBA NEMO MODELO NM015BY01L06B,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010582.png,ALP-4-A-P,2, , ,
300000010583,REDUCTOR SK 01F AL-R080U 0.43 KW,REDUCTOR SK 01F AL-R080U 0.43 KW,UN,G-13 / Motores Y Reductores ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010583.png,ALP-5-H-2,1, , ,
300000010585,TRANSMISOR DE TEMPERATURA VDF,TRANSMISOR DE TEMPERATURA VDF,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010585.png,ALP-4-A-P,2, , ,
300000010586,EJE ACOPLE NM015BY01L06B/1998/NMP5067757,EJE ACOPLE NM015BY01L06B/1998/NMP5067757,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010586.png,ALP-4-B-2,1, , ,
300000010587,PASADOR CILINDRI NM015BY01L0/5075/955708,PASADOR CILINDRI NM015BY01L0/5075/955708,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/300000010587.png,ALP-4-B-2,2, , ,
300000010588,ANILLO APRIETE NM015BY01L06B/5425/955662,ANILLO APRIETE NM015BY01L06B/5425/955662,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010588.png,ALP-4-B-2,2, , ,
300000010589,ANEL-O NM015BY01L06B/8015/516326,ANEL-O NM015BY01L06B/8015/516326,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010589.png,ALP-4-B-3,2, , ,
300000010590,ANEL-O NM015BY01L06B/8015/516716,ANEL-O NM015BY01L06B/8015/516716,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010590.png,ALP-4-B-3,2, , ,
300000010591,VEDACION NM015BY01L06B/8235/955893,VEDACION NM015BY01L06B/8235/955893,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010591.png,ALP-4-B-3,0, , ,
300000010592,REDUCTOR SK 01F A 0.43 KW 350 RPM,REDUCTOR SK 01F A 0.43 KW 350 RPM,UN,G-13 / Motores Y Reductores ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010592.png,ALP-5-H-2,1, , ,
300000010593,BOMBA NEMO MODELO NM021BY01L06B,BOMBA NEMO MODELO NM021BY01L06B,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010593.png,ALP-4-A-P,1, , ,
300000010594,EJE DE ACOPLE NM021BY01L06B/1998/955826,EJE DE ACOPLE NM021BY01L06B/1998/955826,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010594.png,ALP-4-B-2,1, , ,
300000010595,ANILLO SEGURIDAD NM021BY01L0/5065/512276,ANILLO SEGURIDAD NM021BY01L0/5065/512276,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010595.png,ALP-4-B-2,2, , ,
300000010596,PASADOR CILINDRI NM021BY01L0/5075/866593,PASADOR CILINDRI NM021BY01L0/5075/866593,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/300000010596.png,ALP-4-B-2,2, , ,
300000010597,BUJE SEGURIDAD NM021BY01L06B/5115/861445,BUJE SEGURIDAD NM021BY01L06B/5115/861445,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010597.png,ALP-4-B-2,2, , ,
300000010598,ANILLO APRIETE NM021BY01L06B/5425/878759,ANILLO APRIETE NM021BY01L06B/5425/878759,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010598.png,ALP-4-B-2,2, , ,
300000010599,ANEL-O NM021BY01L06B/8015/516498,ANEL-O NM021BY01L06B/8015/516498,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010599.png,ALP-4-B-2,1, , ,
300000010600,ANEL-O NM021BY01L06B/8060/516977,ANEL-O NM021BY01L06B/8060/516977,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010600.png,ALP-4-B-2,4, , ,
300000010601,VEDACION NM021BY01L06B/8235/878758,VEDACION NM021BY01L06B/8235/878758,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010601.png,ALP-4-B-2,2, , ,
300000010603,BOMBA NETZSCH/NOTOS LN 116/190-5O-GL,BOMBA NETZSCH/NOTOS LN 116/190-5O-GL,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010603.png,SHELTER,0, , ,
300000010604,BOMBA NETZSCH/NOTOS LN 116/190-FL-GL,BOMBA NETZSCH/NOTOS LN 116/190-FL-GL,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010604.png,SHELTER,0, , ,
300000010606,BOMBA NETZSCH LN 70/118-F-GL,BOMBA NETZSCH LN 70/118-F-GL,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010606.png,ALP-4-E-2,0, , ,
300000010607,JUNTA PLANA NO. PARTE 26/# IDENTI 004101,JUNTA PLANA NO. PARTE 26/# IDENTI 004101,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010607.png,ALP-4-B-3,1, , ,
300000010608,JUNTA PLANA NO. PARTE 31/# IDENTI 004102,JUNTA PLANA NO. PARTE 31/# IDENTI 004102,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010608.png,ALP-4-B-3,0, , ,
300000010610,JUNTA PLANA NO. PARTE 66/# 4951481,JUNTA PLANA NO. PARTE 66/# 4951481,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010610.png,ALP-4-B-2,1, , ,
300000010611,BUJE DA CAJA NO. PARTE 152/# IDE 4920056,BUJE DA CAJA NO. PARTE 152/# IDE 4920056,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010611.png,ALP-4-B-3,3, , ,
300000010612,PLATINA SOPORTE DE LA CHIPEADORA,PLATINA SOPORTE DE LA CHIPEADORA,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010612.png, , , ,0,
300000010613,CONJUNTO DOSIFICADOR SEMBRADORA SERMAG,CONJUNTO DOSIFICADOR SEMBRADORA SERMAG,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010613.png, , , ,0,
300000010614,MANGUERA DE RADIADOR AMERICANA DE 2 1/4,MANGUERA DE RADIADOR AMERICANA DE 2 1/4,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010614.png, , , ,0,
300000010615,TRANSMISOR VIBRACION HS-420,TRANSMISOR VIBRACION HS-420,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010615.png,CLI-1-C-2,9, , ,
300000010616,MAJOR SERVICE KIT,MAJOR SERVICE KIT,KIT,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010616.png,ALP-5-L-P,0, , ,
300000010617,MAJOR KIT,MAJOR KIT,KIT,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010617.png,ALP-5-C-5,0, , ,
300000010623,TARJETA PROCESADORA LIMITORQUE MXA,TARJETA PROCESADORA LIMITORQUE MXA,UN,G-16 / Materiales De Comunicaciones,https://ik.imagekit.io/7ypnvn8as/materiales/300000010623.png,CLI-1-G-3,0, , ,
300000010632,KIT REPUESTO P/N: 100468# ACTUADOR MX-10,KIT REPUESTO P/N: 100468# ACTUADOR MX-10,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010632.png,CLI-1-G-3,1, , ,
300000010636,MANGUERA R12 DE ½ . ACOP X 2.93MTS,MANGUERA R12 DE ½ . ACOP X 2.93MTS,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010636.png, , , ,0,
300000010637,MANGUERA R2 ½. ACOPX 3.3 MTS,MANGUERA R2 ½. ACOPX 3.3 MTS,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010637.png, , , ,0,
300000010641,INDICADOR DE NIVEL REGLETA INVERTIDA,INDICADOR DE NIVEL REGLETA INVERTIDA,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010641.png,CLI-1-D-4,0, , ,
300000010646,VALVULA  BRAY  1/2'' MODELO F15 SS CF8M,VALVULA  BRAY  1/2'' MODELO F15 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010646.png,ALP-3-E-2,1, , ,
300000010647,VALVULA BRAY 1/2'' MODELO F15 SS CF8M,VALVULA BRAY 1/2'' MODELO F15 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010647.png,ALP-3-H-1,0, , ,
300000010648,KIT EMPAQUE ASIENTO TFM.VALVE.1-1/2''.F15,KIT EMPAQUE ASIENTO TFM.VALVE.1-1/2''.F15,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010648.png,CLI-1-D-2,3, , ,
300000010650,RESORTES BRAY ACTUADOR SERIE 93-63,RESORTES BRAY ACTUADOR SERIE 93-63,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010650.png,CLI-1-D-1,41, , ,
300000010651,REPUESTOS  BRAY ACTUADOR SERIE 93-63,REPUESTOS  BRAY ACTUADOR SERIE 93-63,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010651.png,CLI-1-C-2,24, , ,
300000010656,VALVULA  BRAY  SERIE 20 DE 12'',VALVULA  BRAY  SERIE 20 DE 12'',UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010656.png,ALP-3-H-1,0, , ,
300000010657,ASIENTO 12'' PTFE/EPDM VALVE BRAY SERIE 2,ASIENTO 12'' PTFE/EPDM VALVE BRAY SERIE 2,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/300000010657.png,CLI-3-C-2,0, , ,
300000010659,REPUESTO SELLOS O-RING BRAY ACTUADOR 210,REPUESTO SELLOS O-RING BRAY ACTUADOR 210,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010659.png,CLI-1-D-2,11, , ,
300000010661,VALVULA BRAY SS CF8M 12'' SERIE 40,VALVULA BRAY SS CF8M 12'' SERIE 40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010661.png,ALP-3-D-5,5, , ,
300000010662,KIT REPUESTO VALVULA 12'' BRAY SERIE 40,KIT REPUESTO VALVULA 12'' BRAY SERIE 40,UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010662.png,CLI-1-E-P,3, , ,
300000010663,POSICIONADOR BRAY 6A. ELECTRONEUMATICO,POSICIONADOR BRAY 6A. ELECTRONEUMATICO,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010663.png,CLI-1-E-1,4, , ,
300000010664,VALVULA BRAY SS CF8M 1'' SERIE F15,VALVULA BRAY SS CF8M 1'' SERIE F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010664.png,SHELTER,3, , ,
300000010665,VALVULA BRAY SS CF8M 1'' SERIE F15,VALVULA BRAY SS CF8M 1'' SERIE F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010665.png,ALP-3-F-1,0, , ,
300000010667,REPUESTO ACTUADOR BRAY SERIE 93-83,REPUESTO ACTUADOR BRAY SERIE 93-83,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010667.png,CLI-1-D-2,21, , ,
300000010669,VALVE.BUTTERFLY.4''.150#.PTFE/EPDM.S.20,VALVE.BUTTERFLY.4''.150#.PTFE/EPDM.S.20,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010669.png,ALP-3-F-1,0, , ,
300000010670,ASIENTO 4'' PTFE/EPDM VALVE BRAY SERIE 20,ASIENTO 4'' PTFE/EPDM VALVE BRAY SERIE 20,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010670.png,CLI-1-I-4,7, , ,
300000010671,RESORTE ACTUADOR BRAY SERIE 93-118,RESORTE ACTUADOR BRAY SERIE 93-118,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010671.png,CLI-1-D-1,96, , ,
300000010673,VALVULA BRAY  3'' SEIRE 20,VALVULA BRAY  3'' SEIRE 20,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010673.png,ALP-3-H-1,0, , ,
300000010674,REPUESTO ACTUADOR BRAY SERIE 93-92,REPUESTO ACTUADOR BRAY SERIE 93-92,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010674.png,CLI-1-D-2,17, , ,
300000010675,RESORTES BRAY ACTUADOR SERIE 93-92,RESORTES BRAY ACTUADOR SERIE 93-92,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010675.png,CLI-1-D-1,50, , ,
300000010677,VALVE.BUTTERFLY.8''.150#.WCB.PTFE.S.40,VALVE.BUTTERFLY.8''.150#.WCB.PTFE.S.40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010677.png,ALP-3-F-1,0, , ,
300000010678,REPUESTO BRAY ACTUADOR SERIE 93-160,REPUESTO BRAY ACTUADOR SERIE 93-160,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010678.png,CLI-1-D-2,13, , ,
300000010679,RESORTE PARA ACTUADOR SERIE 93 160,RESORTE PARA ACTUADOR SERIE 93 160,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010679.png,CLI-1-D-3,0, , ,
300000010680,VALVULA BRAY 8'' SERIE 40 SS CF8M,VALVULA BRAY 8'' SERIE 40 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010680.png,SHELTER,0, , ,
300000010681,VALVULA BRAY 8'' SERIE 40 SS CF8M,VALVULA BRAY 8'' SERIE 40 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010681.png,SHELTER,4, , ,
300000010683,VALVULA BRAY SERIE  S40 3'' CS WCB,VALVULA BRAY SERIE  S40 3'' CS WCB,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010683.png,ALP-3-H-2,0, , ,
300000010685,VALVULA BRAY 6'' SERIE 30,VALVULA BRAY 6'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010685.png,,0, , ,
300000010686,ASIENTO 6'' EPDM VALVE BRAY SERIE 30,ASIENTO 6'' EPDM VALVE BRAY SERIE 30,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010686.png,CLI-1-I-4,1, , ,
300000010689,ASIENTO.16''.PTFE.VALVE BRAY.SERIE 22,ASIENTO.16''.PTFE.VALVE BRAY.SERIE 22,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010689.png,CLI-3-C-2,0, , ,
300000010692,VALVULA BRAY 4'' SERIE 40 SS CF8M,VALVULA BRAY 4'' SERIE 40 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010692.png,SHELTER,0, , ,
300000010695,VALVULA BRAY 4'' SERIE 22,VALVULA BRAY 4'' SERIE 22,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010695.png,ALP-3-H-2,0, , ,
300000010696,ASIENTO PTFE VALVULA BRAY 4'' SERIE 22,ASIENTO PTFE VALVULA BRAY 4'' SERIE 22,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010696.png,ALP-2-D-1,0, , ,
300000010701,KIT EMPAQUE ASIENTO RPTFE VALVE 42'',KIT EMPAQUE ASIENTO RPTFE VALVE 42'',UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/300000010701.png,ALP-3-E-4,1, , ,
300000010703,VALVULA BRAY 8'' SERIE 20,VALVULA BRAY 8'' SERIE 20,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010703.png,ALP-3-F-5,1, , ,
300000010704,ASIENTO 8'' PTFE/EPDM VALVE BRAY SERIE 20,ASIENTO 8'' PTFE/EPDM VALVE BRAY SERIE 20,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010704.png,ALP-3-F-1,0, , ,
300000010706,VALVULA BRAY 6'' SERIE 20,VALVULA BRAY 6'' SERIE 20,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010706.png,ALP-3-H-1,0, , ,
300000010707,ASIENTO VALVULA  6'' BRAY SN 20 PTFE/EPDM,ASIENTO VALVULA  6'' BRAY SN 20 PTFE/EPDM,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010707.png,CLI-1-I-4,0, , ,
300000010708,VALVULA BRAY 6'' SERIE 40 SS CF8M,VALVULA BRAY 6'' SERIE 40 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010708.png,SHELTER,0, , ,
300000010709,VALVULA BRAY 6'' SERIE 40 SS CF8M,VALVULA BRAY 6'' SERIE 40 SS CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010709.png,ALP-3-D-5,0, , ,
300000010710,ASIENTO VALVULA 6'' BRAY SERIE 40,ASIENTO VALVULA 6'' BRAY SERIE 40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010710.png,CLI-1-E-P,8, , ,
300000010712,VALVULA BRAY SERIE 22  8'',VALVULA BRAY SERIE 22  8'',UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010712.png,ALP-3-F-1,0, , ,
300000010713,ASIENTO.8''.PTFE.VALVE BRAY.SERIE 22,ASIENTO.8''.PTFE.VALVE BRAY.SERIE 22,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010713.png,ALP-3-E-4,0, , ,
300000010714,VÁL.MAR.8''.S40.150PSI.RF.WCB/CF8M/RPTFE,VÁL.MAR.8''.S40.150PSI.RF.WCB/CF8M/RPTFE,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010714.png,SHELTER,3, , ,
300000010715,VALVE.BUTTERFLY.8''.150#.EPDM.S.30.BRAY,VALVE.BUTTERFLY.8''.150#.EPDM.S.30.BRAY,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010715.png,ALP-3-F-1,0, , ,
300000010716,ASIENTO.8''.EPDM.VALVE BRAY.SERIE 30,ASIENTO.8''.EPDM.VALVE BRAY.SERIE 30,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010716.png,CLI-1-I-4,1, , ,
300000010717,VALVULA BRAY 10'' SERIE 40 CS WCB,VALVULA BRAY 10'' SERIE 40 CS WCB,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010717.png,ALP-3-C-P,3, , ,
300000010718,VALVULA S40 10'' CS.316.17-4PH.RPTFE SI,VALVULA S40 10'' CS.316.17-4PH.RPTFE SI,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010718.png,ALP-3-C-4,1, , ,
300000010719,KIT.GASKET+ASIENTO RPTFE.VALVE.10''.S.40,KIT.GASKET+ASIENTO RPTFE.VALVE.10''.S.40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010719.png,CLI-1-E-P,5, , ,
300000010721,VALVULA BRAY 12'' SERIE 30,VALVULA BRAY 12'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010721.png,ALP-3-F-5,2, , ,
300000010722,ASIENTO.12''.PTFE.VALVE BRAY.SERIE 30,ASIENTO.12''.PTFE.VALVE BRAY.SERIE 30,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010722.png,CLI-1-I-4,6, , ,
300000010723,REPUESTOS ACTUADOR BRAY SERIE 93-255,REPUESTOS ACTUADOR BRAY SERIE 93-255,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010723.png,CLI-1-D-2,2, , ,
300000010724,RESORTES ACTUADOR BRAY SERIE 93-255,RESORTES ACTUADOR BRAY SERIE 93-255,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010724.png,CLI-1-D-1,29, , ,
300000010726,VALVULA BRAY 14'' SERIE 30,VALVULA BRAY 14'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010726.png,ALP-3-H-2,0, , ,
300000010727,ASIENTO.14''.EPDM.VALVE BRAY.SERIE 30,ASIENTO.14''.EPDM.VALVE BRAY.SERIE 30,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/300000010727.png,CLI-1-I-4,0, , ,
300000010731,KIT.GASKET+ASIENTO RPTFE.VALVE.28''.S.41,KIT.GASKET+ASIENTO RPTFE.VALVE.28''.S.41,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010731.png,ALP-3-E-4,1, , ,
300000010732,VÁLV.MAR.6''.S40.150PSI.RF.WCB/CF8M/RPTFE,VÁLV.MAR.6''.S40.150PSI.RF.WCB/CF8M/RPTFE,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010732.png,ALP-3-C-5,9, , ,
300000010733,VALVULA BRAY 6'' SERIE 30,VALVULA BRAY 6'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010733.png,ALP-3-H-1,0, , ,
300000010735,VALVULA BRAY 2'' SERIE 30,VALVULA BRAY 2'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010735.png,SHELTER,1, , ,
300000010736,VALVULA BRAY  3'' SERIE F15 CF8M,VALVULA BRAY  3'' SERIE F15 CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010736.png,SHELTER,1, , ,
300000010737,VALVULA BRAY  3'' SERIE F15 CF8M,VALVULA BRAY  3'' SERIE F15 CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010737.png,ALP-3-H-1,0, , ,
300000010738,KIT.GASKET+ASIENTO TFM 1600.VALVE.3''.F15,KIT.GASKET+ASIENTO TFM 1600.VALVE.3''.F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010738.png,CLI-1-D-2,4, , ,
300000010741,VALVULA BRAY 16'' SERIE 40,VALVULA BRAY 16'' SERIE 40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010741.png,ALP-3-H-3,0, , ,
300000010743,ASIENTO VALVULA BRAY 24'' SERIE 23,ASIENTO VALVULA BRAY 24'' SERIE 23,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010743.png,ALP-3-C-4,0, , ,
300000010746,KIT.GASKET+ASIENTO RPTFE.VALVE.36''.S.41,KIT.GASKET+ASIENTO RPTFE.VALVE.36''.S.41,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010746.png,ALP-3-E-4,3, , ,
300000010748,VALVULA BRAY 24'' SERIE 40,VALVULA BRAY 24'' SERIE 40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010748.png,ALP-3-G-1,0, , ,
300000010749,ASIENTO VALVULA 24'' BRAY SERIE 40,ASIENTO VALVULA 24'' BRAY SERIE 40,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010749.png,CLI-1-1-3,1, , ,
300000010752,VALVULA BRAY 1 -1/2'' MODELO F15 CF8M,VALVULA BRAY 1 -1/2'' MODELO F15 CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010752.png,ALP-3-H-1,0, , ,
300000010753,KIT.GASKET+ASIENTO TFM1600.VALVE.1/2.F15,KIT.GASKET+ASIENTO TFM1600.VALVE.1/2.F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010753.png,CLI-1-D-2,2, , ,
300000010755,VALVULA BRAY 2'' MODELO F15 CF8M,VALVULA BRAY 2'' MODELO F15 CF8M,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010755.png,SHELTER,0, , ,
300000010756,KIT.GASKET+ASIENTO TFM 1600.VALVE.2''.F15,KIT.GASKET+ASIENTO TFM 1600.VALVE.2''.F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010756.png,CLI-1-D-2,3, , ,
300000010759,VÁLV.MAR.4''.S40.150PSI.RF.WCB/CF8M/RPTFE,VÁLV.MAR.4''.S40.150PSI.RF.WCB/CF8M/RPTFE,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010759.png,ALP-3-C-5,0, , ,
300000010760,VALVULA BRAY 4'' SERIE 30,VALVULA BRAY 4'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010760.png,ALP-3-H-P,5, , ,
300000010763,VALVULA  BRAY 4'' MODELO F15 WCB,VALVULA  BRAY 4'' MODELO F15 WCB,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010763.png,ALP-3-F-1,0, , ,
300000010764,KIT.GASKET+ASIENTO TFM 1600.VALVE.4''.F15,KIT.GASKET+ASIENTO TFM 1600.VALVE.4''.F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010764.png,CLI-1-D-2,1, , ,
300000010766,VALVULA '' BRAY  6'' MODELO F15,VALVULA '' BRAY  6'' MODELO F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010766.png,ALP-3-G-4,0, , ,
300000010767,KIT.GASKET+ASIENTO TFM 1600.VALVE.6''F15,KIT.GASKET+ASIENTO TFM 1600.VALVE.6''F15,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010767.png,ALP-1-G-2,2, , ,
300000010769,VALVULA BRAY 8'' SERIE 22,VALVULA BRAY 8'' SERIE 22,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010769.png,ALP-3-H-2,0, , ,
300000010771,VALVULA BRAY 16'' SERIE 30,VALVULA BRAY 16'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010771.png,ALP-3-G-P,0, , ,
300000010772,VALVULA BRAY 16'' SERIE 30,VALVULA BRAY 16'' SERIE 30,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/300000010772.png,ALP-3-F-5,1, , ,
